"description","ip_address","nick_name","age","gender","academic_study","start_time","end_time","run_time","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102820.59187,1606102840.6453,20.0534286499023,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape, Different slope",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102840.68051,1606102864.98724,24.3067388534546,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,5,0,"Very Uncertain","Clustering",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102840.68051,1606102864.98724,24.3067388534546,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,5,0,"Very Uncertain","Clustering",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102865.04173,1606102892.42474,27.3830053806305,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,5,0,"Uncertain","Clustering",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102865.04173,1606102892.42474,27.3830053806305,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,5,0,"Uncertain","Clustering",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102936.98684,1606102988.8076,51.8207607269287,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",52,11
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102936.98684,1606102988.8076,51.8207607269287,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",52,11
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606102988.83911,1606103071.98066,83.1415495872498,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,20,0,"Neutral","Outlier(s)",52,14
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606102988.83911,1606103071.98066,83.1415495872498,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,20,0,"Neutral","Outlier(s)",52,14
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103072.03165,1606103115.97346,43.9418139457703,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103072.03165,1606103115.97346,43.9418139457703,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103116.02553,1606103241.81645,125.790917396545,"189c61f200c3520ee45009701c11152a","plots/svg/a68246cc6e786d82e422d1fdbbf8d57f.svg","19","linear","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,16,12,0,"Uncertain","Different slope",52,4
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103116.02553,1606103241.81645,125.790917396545,"189c61f200c3520ee45009701c11152a","plots/svg/a68246cc6e786d82e422d1fdbbf8d57f.svg","19","linear","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,16,12,0,"Uncertain","Different slope",52,4
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103241.87221,1606103291.70611,49.8338987827301,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103241.87221,1606103291.70611,49.8338987827301,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103291.76013,1606103308.47576,16.7156326770782,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",52,16
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103291.76013,1606103308.47576,16.7156326770782,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape",52,16
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103308.52651,1606103361.471,52.9444856643677,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different shape",52,19
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103308.52651,1606103361.471,52.9444856643677,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different shape",52,19
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103361.61581,1606103400.82623,39.2104251384735,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",52,10
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103361.61581,1606103400.82623,39.2104251384735,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",52,10
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103400.88042,1606103426.07644,25.1960170269012,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different slope",52,15
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103400.88042,1606103426.07644,25.1960170269012,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different slope",52,15
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103426.12766,1606103447.28325,21.1555953025818,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103426.12766,1606103447.28325,21.1555953025818,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103447.32412,1606103479.99224,32.6681244373322,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103447.32412,1606103479.99224,32.6681244373322,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",52,12
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103480.02367,1606103542.76241,62.7387323379517,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103480.02367,1606103542.76241,62.7387323379517,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",52,13
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","Under 19","Female","High School or Less",1606103542.81567,1606103585.41623,42.6005551815033,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Different range",52,11
"emily-log-2","","5083fc7d8a5a8f50e96063237f0c8afe","19-25","Male","Some Undergraduate Courses",1606103542.81567,1606103585.41623,42.6005551815033,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Different range",52,11
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151413.59637,1606151494.92609,81.3297173976898,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape",13,7
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151494.99906,1606151583.37738,88.3783116340637,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,18,0,"Certain","Clustering",13,12
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151583.41475,1606151736.39713,152.982380867004,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,12,0,"Neutral","Other, Least variability about line",13,14
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151736.4543,1606151785.49507,49.0407652854919,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,13
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151785.5474,1606151825.85735,40.3099575042725,"8012cc5c1e8c712893cc2a9a040c11b1","plots/svg/1ec5254497cf832302fe84e8cc60d25d.svg","18","log","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,13,15,0,"Certain","Clustering",13,4
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151825.91129,1606151923.94253,98.0312352180481,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,16,0,"Neutral","Different shape",13,13
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606151923.98243,1606152153.94303,229.960598468781,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape",13,12
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606152153.99482,1606152181.61121,27.6163914203644,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different shape",13,8
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606152181.65412,1606152203.99292,22.3388018608093,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape",13,12
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606152204.04098,1606152294.08012,90.0391435623169,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,18,0,"Neutral","Clustering",13,12
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606152294.13153,1606152317.11342,22.9818892478943,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,13
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606152317.16803,1606152357.73119,40.5631566047668,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Neutral","Outlier(s)",13,10
"emily-log-2","","07917c8f20bd64d139a5b2236f7e4e17","46-50","Male","Graduate Degree",1606152357.77656,1606152391.56076,33.7841989994049,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",13,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152433.44033,1606152492.99456,59.5542285442352,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152433.44033,1606152492.99456,59.5542285442352,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Uncertain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152493.04883,1606152502.26934,9.22051811218262,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",78,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152493.04883,1606152502.26934,9.22051811218262,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",78,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152502.32399,1606152512.96782,10.6438300609589,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",78,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152502.32399,1606152512.96782,10.6438300609589,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",78,19
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152513.00075,1606152522.4757,9.47495365142822,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152513.00075,1606152522.4757,9.47495365142822,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152522.53294,1606152538.60952,16.0765783786774,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Uncertain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152522.53294,1606152538.60952,16.0765783786774,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Uncertain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152538.64146,1606152547.49446,8.85300278663635,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",78,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152538.64146,1606152547.49446,8.85300278663635,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",78,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152547.54288,1606152554.13766,6.59478664398193,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152547.54288,1606152554.13766,6.59478664398193,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152554.17101,1606152561.00972,6.83871245384216,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152554.17101,1606152561.00972,6.83871245384216,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different slope",78,11
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152561.0513,1606152569.00194,7.95064043998718,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",78,16
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152561.0513,1606152569.00194,7.95064043998718,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",78,16
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152569.03605,1606152579.33889,10.3028466701508,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152569.03605,1606152579.33889,10.3028466701508,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different slope",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152579.39159,1606152701.16174,121.770154476166,"189c61f200c3520ee45009701c11152a","plots/svg/de094142d3634f328b1655f017d1aefb.svg","20","log","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,16,18,0,"Certain","Different slope",78,3
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152579.39159,1606152701.16174,121.770154476166,"189c61f200c3520ee45009701c11152a","plots/svg/de094142d3634f328b1655f017d1aefb.svg","20","log","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,16,18,0,"Certain","Different slope",78,3
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152701.19789,1606152811.4982,110.300309658051,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152701.19789,1606152811.4982,110.300309658051,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Different shape",78,12
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","19-25","Female","Graduate Degree",1606152811.52881,1606152825.97619,14.4473793506622,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",78,10
"emily-log-2","","11d0f4e6d5fab9bd5b4a9356cb804540","31-35","Male","Some Graduate Courses",1606152811.52881,1606152825.97619,14.4473793506622,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",78,10
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159433.12382,1606159474.16935,41.045533657074,"f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Different range, Outlier(s)",13,12
