"description","nick_name","start_time","end_time","run_time","run","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","589a7834099998445cd20117a88d444c",1603661773.55997,1603661779.27149,5.71152663230896,"22","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape",13,22
"emily-log-2","589a7834099998445cd20117a88d444c",1603661779.31425,1603661786.45287,7.13861680030823,"22","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Very Certain","Different shape",13,22
"emily-log-2","589a7834099998445cd20117a88d444c",1603661786.4897,1603661792.49494,6.00523900985718,"22","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Very Certain","Different shape",13,20
"emily-log-2","589a7834099998445cd20117a88d444c",1603661843.10327,1603661848.86216,5.75889492034912,"22","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different shape",13,21
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178198.93352,1606178253.80802,54.8745014667511,"23","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,14,0,"Neutral","Clustering, Different shape, Other, Seems almost linear vs exponential",13,21
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178253.86999,1606178275.94329,22.0733001232147,"23","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,10,0,"Very Certain","Different shape",13,21
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178275.97247,1606178294.10811,18.135632276535,"23","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,8,0,"Certain","Clustering, Different shape",13,22
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178294.13904,1606178308.76666,14.6276152133942,"23","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,5,0,"Neutral","Clustering",13,20
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178308.79763,1606178319.79103,10.9933998584747,"23","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape, Different slope, Outlier(s)",13,18
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178319.82164,1606178330.97146,11.1498174667358,"23","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,13,0,"Certain","Different shape",13,28
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178348.92915,1606178360.37164,11.4424955844879,"23","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different shape",13,18
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178360.40276,1606178368.78794,8.38517570495605,"23","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Very Certain","Clustering, Different shape",13,23
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178368.82049,1606178375.86317,7.04267597198486,"23","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Very Certain","Clustering, Different shape",13,21
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178375.99593,1606178392.53128,16.5353486537933,"23","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Neutral","Different shape, Different slope",13,23
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178392.5618,1606178404.45213,11.8903272151947,"23","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Clustering, Different slope, Outlier(s)",13,24
"emily-log-2","5a2733563a0f8a8cc2ee6116a4744271",1606178404.48436,1606178423.65107,19.166713476181,"23","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Certain","Clustering, Different range, Outlier(s)",13,21
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605826823.05735,1605826908.03535,84.977995634079,"24","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different slope",13,21
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605826908.09714,1605826951.33304,43.2359046936035,"24","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,10,0,"Certain","Clustering",13,23
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605826951.36246,1605827018.71704,67.3545768260956,"24","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Clustering",13,20
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827018.75201,1605827048.68723,29.9352209568024,"24","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Certain","Outlier(s)",13,28
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827048.72047,1605827083.3401,34.6196274757385,"24","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Neutral","Outlier(s)",13,23
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827083.37478,1605827132.30251,48.9277322292328,"24","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Outlier(s)",13,21
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827132.33961,1605827248.23615,115.896542549133,"24","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Certain","Clustering",13,22
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827248.27366,1605827259.53438,11.260719537735,"24","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,20
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827259.59284,1605827271.86662,12.2737710475922,"24","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,23
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827292.72984,1605827308.15119,15.4213480949402,"24","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Outlier(s)",13,18
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827308.18443,1605827326.84987,18.6654405593872,"24","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",13,18
"emily-log-2","5e535b9cd42f5f965117a845328ecdc7",1605827326.88138,1605827339.79413,12.9127485752106,"24","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different shape",13,21
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606239959.49407,1606240011.97999,52.4859204292297,"25","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Clustering, Different slope",13,24
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240012.04001,1606240055.50321,43.463198184967,"25","f28e70dc6b7365974b49d253cdd85363","plots/svg/abd7b714d3c960b93247a0a3e0308473.svg","29","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,8,0,"Neutral","Clustering, Different shape, Outlier(s)",13,21
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240055.53332,1606240091.72581,36.1924953460693,"25","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Neutral","Different slope",13,18
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240091.75583,1606240112.96145,21.2056136131287,"25","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Certain","Clustering, Different slope, Outlier(s)",13,24
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240112.99778,1606240136.2889,23.2911162376404,"25","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,5,0,"Certain","Clustering, Different slope, Outlier(s)",13,24
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240136.33908,1606240163.97833,27.6392469406128,"25","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,6,0,"Neutral","Clustering, Different shape",13,21
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240164.0101,1606240197.79952,33.7894177436829,"25","f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,18,0,"Uncertain","Clustering",13,20
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240197.85168,1606240225.45691,27.605232000351,"25","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,10,0,"Certain","Different shape, Different slope",13,21
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240225.48889,1606240244.27426,18.7853753566742,"25","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Certain","Different shape, Outlier(s)",13,22
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240244.40621,1606240254.32926,9.92305159568787,"25","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape, Different slope",13,21
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240272.39094,1606240293.6715,21.280561208725,"25","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,8,0,"Neutral","Clustering",13,18
"emily-log-2","5fad3241413670ce6c8f40d0dc138dfd",1606240293.70093,1606240316.54267,22.841744184494,"25","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,20,0,"Neutral","Clustering, Different shape, Outlier(s)",13,21
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191316.93633,1606191394.97874,78.0424101352692,"26","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Neutral","Different slope",13,23
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191395.05779,1606191418.83779,23.7799906730652,"26","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different slope",13,21
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191418.86795,1606191438.43801,19.5700590610504,"26","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,2,0,"Uncertain","Clustering",13,18
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191438.48806,1606191452.83665,14.3485929965973,"26","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Neutral","Different shape, Different slope",13,18
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191452.89173,1606191488.32701,35.4352788925171,"26","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Uncertain","Clustering",13,22
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191488.3782,1606191503.47999,15.101797580719,"26","6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Neutral","Different shape, Different slope",13,18
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191503.52826,1606191551.62014,48.0918798446655,"26","47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different slope",13,21
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191551.65206,1606191602.48055,50.8284907341003,"26","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,11,0,"Uncertain","Different range",13,22
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191602.55834,1606191657.44499,54.8866548538208,"26","87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape, Different slope",13,23
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191657.47851,1606191678.93079,21.4522833824158,"26","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different shape, Different slope",13,21
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191678.96407,1606191695.50185,16.5377774238586,"26","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Uncertain","Different range, Outlier(s)",13,18
"emily-log-2","607a9c29102832b993d8adb5d9855f3b",1606191695.55531,1606191740.9155,45.3601953983307,"26","87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,11,0,"Very Uncertain","Clustering",13,20
"emily-log-2","63f02bde638b94403d569d97edec55d0",1605878433.45479,1605878487.06257,53.6077742576599,"27","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different slope",2,23
"emily-log-2","63f02bde638b94403d569d97edec55d0",1605878487.12327,1605878524.00654,36.8832674026489,"27","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Outlier(s)",2,28
"emily-log-2","793475ddb6b8bebe16f814205edf853f",1605821955.77912,1605822008.48411,52.7049980163574,"28","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,1,0,"Certain","Clustering",1,22
"emily-log-2","7a8d9b4d72f0e5eb13e4ef01e34400cd",1606198387.92511,1606198450.29719,62.3720841407776,"29","3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Uncertain","Different slope",1,28
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171061.26948,1606171142.778,81.5085232257843,"30","d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different slope",13,24
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171142.8322,1606171266.70997,123.877778053284,"30","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape",13,22
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171266.73998,1606171357.91466,91.1746778488159,"30","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Neutral","Clustering",13,24
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171357.96591,1606171381.92042,23.9545118808746,"30","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,4,0,"Certain","Different slope",13,22
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171381.95692,1606171405.99562,24.0386989116669,"30","8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Very Certain","Different shape",13,23
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171406.02851,1606171442.86105,36.8325409889221,"30","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Certain","Different shape",13,18
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171442.89151,1606171457.56815,14.6766471862793,"30","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Very Certain","Different shape",13,22
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171457.62331,1606171487.37482,29.7515041828156,"30","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different shape",13,21
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171487.40802,1606171502.19574,14.7877216339111,"30","d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Very Certain","Different slope",13,24
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171617.15669,1606171645.59698,28.4402918815613,"30","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Very Certain","Different slope",13,23
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171645.62997,1606171691.44511,45.815135717392,"30","184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Neutral","Different slope",13,18
"emily-log-2","7b86b70c45775969aa583a90e87bcfa6",1606171691.47661,1606171707.79243,16.3158249855042,"30","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape",13,21
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606175917.16915,1606175955.87492,38.7057726383209,"31","b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Certain","Different shape",13,22
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606175955.93334,1606175988.96907,33.0357329845428,"31","6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Very Certain","Different slope",13,18
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606175988.9996,1606176009.91517,20.91557097435,"31","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg","8","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Very Certain","Different shape",13,21
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606176009.97351,1606176037.36721,27.3937034606934,"31","d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Very Certain","Different shape",13,23
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606176037.39779,1606176070.2735,32.8757104873657,"31","3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,6,0,"Uncertain","Clustering",13,23
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606176070.31788,1606176139.3963,69.0784182548523,"31","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,2,0,"Very Uncertain","Clustering",13,21
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606176139.43254,1606176183.76984,44.3372967243195,"31","e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,14,1,"Certain","Different shape, Different slope",13,24
"emily-log-2","7cda7482f5b4af74e92c562af71838c2",1606176183.80917,1606176205.04119,21.2320282459259,"31","7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Very Certain","Different shape, Different slope",13,22
